,Bid,Ask,IV,Open Int,Time to Maturity (years),Log Moneyness,Strike,Mid,Inv Spread
4425,8.8,9.1,0.0981,638,0.2,0.04947155328707216,3025.0,8.95,3.333333333333345
2099,8.3,8.6,0.0922,6619,0.057534246575342465,0.017562884833243288,2930.0,8.45,3.333333333333345
1403,11.3,11.6,0.09,1109,0.03561643835616438,0.007271198796695605,2900.0,11.45,3.333333333333345
2544,15.4,15.7,0.0979,75,0.07397260273972603,0.014144078084457773,2920.0,15.55,3.333333333333345
2097,11.4,11.7,0.0949,7023,0.057534246575342465,0.014144078084457773,2920.0,11.55,3.333333333333345
2231,10.9,11.2,0.096,194,0.06027397260273973,0.01585494248808719,2925.0,11.05,3.333333333333345
1748,9.4,9.7,0.0959,2782,0.04657534246575343,0.014144078084457773,2920.0,9.55,3.333333333333345
1749,7.9,8.2,0.0944,12720,0.04657534246575343,0.01585494248808719,2925.0,8.05,3.333333333333345
3336,9.3,9.6,0.0958,851,0.10410958904109589,0.027749730140236226,2960.0,9.45,3.333333333333345
1180,13.8,14.1,0.1009,1553,0.024657534246575342,0.003816963928608097,2890.0,13.95,3.333333333333345
634,14.8,15.1,0.0999,441,0.021917808219178082,0.0020853617643302107,2885.0,14.95,3.333333333333345
3569,8.9,9.2,0.0957,242,0.1232876712328767,0.03280450080186045,2975.0,9.05,3.333333333333345
2232,9.4,9.7,0.0949,55,0.06027397260273973,0.017562884833243288,2930.0,9.55,3.333333333333345
2832,11.3,11.6,0.0967,16364,0.08493150684931507,0.02097004315485755,2940.0,11.45,3.333333333333345
1897,10.4,10.7,0.0929,280,0.0547945205479452,0.014144078084457773,2920.0,10.55,3.333333333333345
1404,9.4,9.7,0.0885,652,0.03561643835616438,0.00899385210814179,2905.0,9.55,3.333333333333345
3768,9.9,10.2,0.0954,278,0.14246575342465753,0.03448376232158044,2980.0,10.05,3.333333333333345
3765,13.4,13.7,0.0974,381,0.14246575342465753,0.02943749425395619,2965.0,13.55,3.333333333333345
3764,14.8,15.1,0.0983,126,0.14246575342465753,0.027749730140236226,2960.0,14.95,3.333333333333345
486,8.8,9.1,0.0904,1667,0.01643835616438356,0.003816963928608097,2890.0,8.95,3.333333333333345
4413,14.4,14.7,0.1005,133,0.2,0.03950469337167996,2995.0,14.55,3.333333333333345
637,8.3,8.6,0.0953,885,0.021917808219178082,0.007271198796695605,2900.0,8.45,3.333333333333345
635,12.4,12.7,0.0984,1456,0.021917808219178082,0.003816963928608097,2890.0,12.55,3.333333333333345
1901,5.2,5.5,0.0883,66,0.0547945205479452,0.02097004315485755,2940.0,5.35,3.3333333333333353
2839,4.2,4.5,0.0911,584,0.08493150684931507,0.03280450080186045,2975.0,4.35,3.3333333333333353
2838,4.9,5.2,0.0917,772,0.08493150684931507,0.031122414618875646,2970.0,5.050000000000001,3.3333333333333353
488,5.2,5.5,0.0874,1554,0.01643835616438356,0.007271198796695605,2900.0,5.35,3.3333333333333353
1899,7.5,7.8,0.0906,1497,0.0547945205479452,0.017562884833243288,2930.0,7.65,3.3333333333333353
2100,7.0,7.3,0.091,1114,0.057534246575342465,0.0192679150843271,2935.0,7.15,3.3333333333333353
487,6.8,7.1,0.0885,246,0.01643835616438356,0.005545572829225849,2895.0,6.949999999999999,3.3333333333333353
3774,5.3,5.6,0.0934,176,0.14246575342465753,0.04450054056505159,3010.0,5.449999999999999,3.3333333333333353
3577,3.5,3.8,0.0929,212,0.1232876712328767,0.04616029198341618,3015.0,3.65,3.3333333333333353
3575,4.4,4.7,0.093,27,0.1232876712328767,0.04283802979143815,3005.0,4.550000000000001,3.3333333333333353
3574,5.0,5.3,0.0935,205,0.1232876712328767,0.04117275047237696,3000.0,5.15,3.3333333333333353
3572,6.3,6.6,0.0941,22,0.1232876712328767,0.03783384920686237,2990.0,6.449999999999999,3.3333333333333353
3776,4.3,4.6,0.0933,106,0.14246575342465753,0.04781729319104567,3020.0,4.449999999999999,3.3333333333333353
638,6.7,7.0,0.0943,236,0.021917808219178082,0.00899385210814179,2905.0,6.85,3.3333333333333353
639,5.3,5.6,0.0932,140,0.021917808219178082,0.010713542987668584,2910.0,5.449999999999999,3.3333333333333353
3771,7.3,7.6,0.0943,49,0.14246575342465753,0.03950469337167996,2995.0,7.449999999999999,3.3333333333333353
3346,4.9,5.2,0.0927,235,0.10410958904109589,0.036160208648832744,2985.0,5.050000000000001,3.3333333333333353
3773,5.9,6.2,0.0936,79,0.14246575342465753,0.04283802979143815,3005.0,6.050000000000001,3.3333333333333353
2102,4.9,5.2,0.089,398,0.057534246575342465,0.022669278907817315,2945.0,5.050000000000001,3.3333333333333353
104,7.3,7.6,0.1196,721,0.0027397260273972603,0.0003507559521219104,2880.0,7.449999999999999,3.3333333333333353
3948,4.0,4.3,0.0949,6,0.16164383561643836,0.05441797722239764,3040.0,4.15,3.3333333333333353
2234,6.8,7.1,0.0925,1440,0.06027397260273973,0.02097004315485755,2940.0,6.949999999999999,3.3333333333333353
1550,3.1,3.4,0.0873,355,0.0410958904109589,0.02097004315485755,2940.0,3.25,3.3333333333333353
2421,5.0,5.3,0.0918,15422,0.06575342465753424,0.026059112662328764,2955.0,5.15,3.3333333333333353
2552,4.8,5.1,0.0894,46,0.07397260273972603,0.027749730140236226,2960.0,4.949999999999999,3.3333333333333353
1192,4.0,4.3,0.0936,1272,0.024657534246575342,0.014144078084457773,2920.0,4.15,3.3333333333333353
105,4.9,5.2,0.1155,910,0.0027397260273972603,0.0020853617643302107,2885.0,5.050000000000001,3.3333333333333353
2236,4.8,5.1,0.0906,269,0.06027397260273973,0.02436563215599572,2950.0,4.949999999999999,3.3333333333333353
2419,7.0,7.3,0.0938,354,0.06575342465753424,0.022669278907817315,2945.0,7.15,3.3333333333333353
3946,4.9,5.2,0.0952,684,0.16164383561643836,0.051123081325545126,3030.0,5.050000000000001,3.3333333333333353
2237,4.0,4.3,0.0898,85,0.06027397260273973,0.026059112662328764,2955.0,4.15,3.3333333333333353
3941,7.8,8.1,0.0956,19,0.16164383561643836,0.04283802979143815,3005.0,7.949999999999999,3.3333333333333353
1406,6.3,6.6,0.0861,195,0.03561643835616438,0.012430281606723118,2915.0,6.449999999999999,3.3333333333333353
321,6.9,7.2,0.1075,5942,0.00821917808219178,0.003816963928608097,2890.0,7.050000000000001,3.3333333333333353
3950,2.8,3.1,0.0958,1,0.16164383561643836,0.06097537776855663,3060.0,2.95,3.3333333333333304
3576,3.9,4.2,0.0928,1284,0.1232876712328767,0.04450054056505159,3010.0,4.05,3.3333333333333304
2554,3.4,3.7,0.0881,67,0.07397260273972603,0.031122414618875646,2970.0,3.55,3.3333333333333304
2238,3.3,3.6,0.089,91,0.06027397260273973,0.027749730140236226,2960.0,3.45,3.3333333333333304
3579,2.8,3.1,0.0932,72,0.1232876712328767,0.04947155328707216,3025.0,2.95,3.3333333333333304
3761,19.5,19.8,0.1008,459,0.14246575342465753,0.022669278907817315,2945.0,19.65,3.3333333333333255
3760,21.3,21.6,0.1018,973,0.14246575342465753,0.02097004315485755,2940.0,21.450000000000003,3.3333333333333255
2091,24.7,25.0,0.1043,2687,0.057534246575342465,0.003816963928608097,2890.0,24.85,3.3333333333333255
2830,14.5,14.8,0.0991,3460,0.08493150684931507,0.017562884833243288,2930.0,14.65,3.3333333333333255
4405,19.7,20.0,0.1031,275,0.2,0.03280450080186045,2975.0,19.85,3.3333333333333255
3759,23.2,23.5,0.1028,208,0.14246575342465753,0.0192679150843271,2935.0,23.35,3.3333333333333255
4403,21.2,21.5,0.1037,1112,0.2,0.031122414618875646,2970.0,21.35,3.3333333333333255
4401,22.9,23.2,0.1047,221,0.2,0.02943749425395619,2965.0,23.049999999999997,3.3333333333333255
2090,27.5,27.8,0.1061,2134,0.057534246575342465,0.0020853617643302107,2885.0,27.65,3.3333333333333255
3573,5.6,5.9,0.0937,9,0.1232876712328767,0.03950469337167996,2995.0,5.75,3.3333333333333255
3757,27.4,27.7,0.1051,16083,0.14246575342465753,0.01585494248808719,2925.0,27.549999999999997,3.3333333333333255
4407,18.2,18.5,0.1023,178,0.2,0.03448376232158044,2980.0,18.35,3.3333333333333255
4411,15.6,15.9,0.1011,183,0.2,0.03783384920686237,2990.0,15.75,3.3333333333333255
3561,20.3,20.6,0.1027,92,0.1232876712328767,0.0192679150843271,2935.0,20.450000000000003,3.3333333333333255
3571,7.1,7.4,0.0946,64,0.1232876712328767,0.036160208648832744,2985.0,7.25,3.3333333333333255
4417,12.2,12.5,0.0994,292,0.2,0.04283802979143815,3005.0,12.35,3.3333333333333255
2418,8.2,8.5,0.0949,840,0.06575342465753424,0.02097004315485755,2940.0,8.35,3.3333333333333255
2416,11.0,11.3,0.0973,15279,0.06575342465753424,0.017562884833243288,2930.0,11.15,3.3333333333333255
2413,16.4,16.7,0.1014,652,0.06575342465753424,0.012430281606723118,2915.0,16.549999999999997,3.3333333333333255
2412,18.5,18.8,0.1029,247,0.06575342465753424,0.010713542987668584,2910.0,18.65,3.3333333333333255
2411,20.8,21.1,0.1046,556,0.06575342465753424,0.00899385210814179,2905.0,20.950000000000003,3.3333333333333255
1896,12.1,12.4,0.0942,134,0.0547945205479452,0.012430281606723118,2915.0,12.25,3.3333333333333255
4397,26.4,26.7,0.1063,255,0.2,0.026059112662328764,2955.0,26.549999999999997,3.3333333333333255
3769,9.0,9.3,0.0952,376,0.14246575342465753,0.036160208648832744,2985.0,9.15,3.3333333333333255
3762,17.8,18.1,0.0999,5757,0.14246575342465753,0.02436563215599572,2950.0,17.950000000000003,3.3333333333333255
3318,24.3,24.6,0.1052,170,0.10410958904109589,0.012430281606723118,2915.0,24.450000000000003,3.3333333333333255
2410,23.2,23.5,0.1061,9620,0.06575342465753424,0.007271198796695605,2900.0,23.35,3.3333333333333255
2834,8.7,9.0,0.0948,3738,0.08493150684931507,0.02436563215599572,2950.0,8.85,3.3333333333333255
3940,8.6,8.9,0.096,14516,0.16164383561643836,0.04117275047237696,3000.0,8.75,3.3333333333333255
3942,7.1,7.4,0.0954,1,0.16164383561643836,0.04450054056505159,3010.0,7.25,3.3333333333333255
2095,15.1,15.4,0.0976,3768,0.057534246575342465,0.010713542987668584,2910.0,15.25,3.3333333333333255
2829,16.3,16.6,0.1003,7128,0.08493150684931507,0.01585494248808719,2925.0,16.450000000000003,3.3333333333333255
2828,18.2,18.5,0.1015,1065,0.08493150684931507,0.014144078084457773,2920.0,18.35,3.3333333333333255
2827,20.3,20.6,0.1029,214,0.08493150684931507,0.012430281606723118,2915.0,20.450000000000003,3.3333333333333255
2826,22.5,22.8,0.1043,166,0.08493150684931507,0.010713542987668584,2910.0,22.65,3.3333333333333255
2824,27.3,27.6,0.1071,15717,0.08493150684931507,0.007271198796695605,2900.0,27.450000000000003,3.3333333333333255
3312,31.5,31.8,0.1091,948,0.10410958904109589,0.007271198796695605,2900.0,31.65,3.3333333333333255
3314,29.0,29.3,0.1078,189,0.10410958904109589,0.00899385210814179,2905.0,29.15,3.3333333333333255
2550,6.6,6.9,0.0909,37,0.07397260273972603,0.02436563215599572,2950.0,6.75,3.3333333333333255
4427,8.1,8.4,0.0979,441,0.2,0.051123081325545126,3030.0,8.25,3.3333333333333255
3763,16.2,16.5,0.0989,118,0.14246575342465753,0.026059112662328764,2955.0,16.35,3.3333333333333255
3328,14.7,15.0,0.0993,192,0.10410958904109589,0.02097004315485755,2940.0,14.85,3.3333333333333255
3330,13.2,13.5,0.0985,289,0.10410958904109589,0.022669278907817315,2945.0,13.35,3.3333333333333255
3334,10.5,10.8,0.0967,499,0.10410958904109589,0.026059112662328764,2955.0,10.65,3.3333333333333255
2225,23.5,23.8,0.105,83,0.06027397260273973,0.005545572829225849,2895.0,23.65,3.3333333333333255
3338,8.2,8.5,0.0949,198,0.10410958904109589,0.02943749425395619,2965.0,8.35,3.3333333333333255
3344,5.6,5.9,0.0932,2423,0.10410958904109589,0.03448376232158044,2980.0,5.75,3.3333333333333255
2226,21.0,21.3,0.1034,943,0.06027397260273973,0.007271198796695605,2900.0,21.15,3.3333333333333255
2228,16.5,16.8,0.1004,75,0.06027397260273973,0.010713542987668584,2910.0,16.65,3.3333333333333255
2230,12.6,12.9,0.0974,560,0.06027397260273973,0.014144078084457773,2920.0,12.75,3.3333333333333255
2233,8.0,8.3,0.0936,1526,0.06027397260273973,0.0192679150843271,2935.0,8.15,3.3333333333333255
3770,8.1,8.4,0.0947,2287,0.14246575342465753,0.03783384920686237,2990.0,8.25,3.3333333333333255
3767,11.0,11.3,0.0961,9961,0.14246575342465753,0.03280450080186045,2975.0,11.15,3.3333333333333255
4393,30.4,30.7,0.1083,154,0.2,0.022669278907817315,2945.0,30.549999999999997,3.3333333333333255
1895,14.0,14.3,0.0956,111,0.0547945205479452,0.010713542987668584,2910.0,14.15,3.3333333333333255
2094,17.3,17.6,0.0994,5149,0.057534246575342465,0.00899385210814179,2905.0,17.450000000000003,3.3333333333333255
1741,24.7,25.0,0.1066,484,0.04657534246575343,0.0020853617643302107,2885.0,24.85,3.3333333333333255
1546,7.1,7.4,0.0907,147,0.0410958904109589,0.014144078084457773,2920.0,7.25,3.3333333333333255
1407,5.1,5.4,0.0853,416,0.03561643835616438,0.014144078084457773,2920.0,5.25,3.3333333333333255
1190,5.1,5.4,0.0947,1060,0.024657534246575342,0.012430281606723118,2915.0,5.25,3.3333333333333255
1184,9.6,9.9,0.098,3504,0.024657534246575342,0.007271198796695605,2900.0,9.75,3.3333333333333255
1182,11.6,11.9,0.0995,2168,0.024657534246575342,0.005545572829225849,2895.0,11.75,3.3333333333333255
1178,16.3,16.6,0.1027,945,0.024657534246575342,0.0020853617643302107,2885.0,16.450000000000003,3.3333333333333255
636,10.2,10.5,0.0967,362,0.021917808219178082,0.005545572829225849,2895.0,10.35,3.3333333333333255
632,20.5,20.8,0.1041,471,0.021917808219178082,-0.0013868639464188668,2875.0,20.65,3.3333333333333255
1401,15.7,16.0,0.0927,406,0.03561643835616438,0.003816963928608097,2890.0,15.85,3.3333333333333255
322,5.1,5.4,0.1056,1038,0.00821917808219178,0.005545572829225849,2895.0,5.25,3.3333333333333255
320,9.0,9.3,0.1091,1093,0.00821917808219178,0.0020853617643302107,2885.0,9.15,3.3333333333333255
1174,22.0,22.3,0.1067,2562,0.024657534246575342,-0.0013868639464188668,2875.0,22.15,3.3333333333333255
1544,10.2,10.5,0.0933,1504,0.0410958904109589,0.010713542987668584,2910.0,10.35,3.3333333333333255
1541,16.3,16.6,0.0975,41,0.0410958904109589,0.005545572829225849,2895.0,16.450000000000003,3.3333333333333255
1543,12.0,12.3,0.0945,112,0.0410958904109589,0.00899385210814179,2905.0,12.15,3.3333333333333255
1539,21.4,21.7,0.1009,182,0.0410958904109589,0.0020853617643302107,2885.0,21.549999999999997,3.3333333333333255
1743,19.4,19.7,0.1031,319,0.04657534246575343,0.005545572829225849,2895.0,19.549999999999997,3.3333333333333255
1744,17.0,17.3,0.1013,9493,0.04657534246575343,0.007271198796695605,2900.0,17.15,3.3333333333333255
1739,30.7,31.0,0.1105,8292,0.04657534246575343,-0.0013868639464188668,2875.0,30.85,3.3333333333333255
1747,11.0,11.3,0.097,1535,0.04657534246575343,0.012430281606723118,2915.0,11.15,3.3333333333333255
3750,45.4,45.7,0.1141,317,0.14246575342465753,0.003816963928608097,2890.0,45.55,3.333333333333286
4371,58.3,58.6,0.1206,152,0.2,0.003816963928608097,2890.0,58.45,3.333333333333286
3298,52.3,52.6,0.1196,173,0.10410958904109589,-0.00487118802902981,2865.0,52.45,3.333333333333286
4373,55.4,55.7,0.1195,237,0.2,0.005545572829225849,2895.0,55.55,3.333333333333286
4381,44.4,44.7,0.1148,446,0.2,0.012430281606723118,2915.0,44.55,3.333333333333286
4383,41.8,42.1,0.1135,651,0.2,0.014144078084457773,2920.0,41.95,3.333333333333286
3306,39.8,40.1,0.1135,752,0.10410958904109589,0.0020853617643302107,2885.0,39.95,3.333333333333286
3308,36.9,37.2,0.1119,1562,0.10410958904109589,0.003816963928608097,2890.0,37.05,3.333333333333286
3286,73.6,73.9,0.1294,93,0.10410958904109589,-0.015397601016017283,2835.0,73.75,3.333333333333207
4365,67.6,67.9,0.1245,1176,0.2,-0.0013868639464188668,2875.0,67.75,3.333333333333207
4361,74.1,74.4,0.1271,379,0.2,-0.00487118802902981,2865.0,74.25,3.333333333333207
4321,149.3,149.7,0.1535,94,0.2,-0.04039890322143458,2765.0,149.5,2.500000000000142
3733,105.2,105.6,0.1391,57,0.14246575342465753,-0.026035999221073018,2805.0,105.4,2.5000000000000533
3282,81.2,81.6,0.1328,299,0.10410958904109589,-0.018931173597328366,2825.0,81.4,2.5000000000000533
2394,78.4,78.8,0.1375,182,0.06575342465753424,-0.020702653245710502,2820.0,78.6,2.5000000000000533
4341,109.7,110.1,0.1403,162,0.2,-0.022477276604078996,2815.0,109.9,2.5000000000000533
3274,97.2,97.6,0.1397,330,0.10410958904109589,-0.026035999221073018,2805.0,97.4,2.5000000000000533
4345,102.2,102.6,0.1376,957,0.2,-0.018931173597328366,2825.0,102.4,2.5000000000000533
2396,70.2,70.6,0.1331,240,0.06575342465753424,-0.017162826540586398,2830.0,70.4,2.5000000000000533
2211,72.2,72.6,0.1336,2,0.06027397260273973,-0.018931173597328366,2825.0,72.4,2.5000000000000533
4353,87.7,88.1,0.1323,181,0.2,-0.011876470617438477,2845.0,87.9,2.5000000000000533
4355,84.2,84.6,0.131,1087,0.2,-0.010120543915173473,2850.0,84.4,2.5000000000000533
2079,66.7,67.1,0.1292,1158,0.057534246575342465,-0.017162826540586398,2830.0,66.9,2.5000000000000533
4343,105.9,106.3,0.1389,239,0.2,-0.020702653245710502,2820.0,106.1,2.5000000000000533
4367,64.4,64.8,0.1233,287,0.2,0.0003507559521219104,2880.0,64.6,2.5000000000000533
2810,73.7,74.1,0.1314,111,0.08493150684931507,-0.017162826540586398,2830.0,73.9,2.5000000000000533
3539,86.2,86.6,0.1341,158,0.1232876712328767,-0.018931173597328366,2825.0,86.4,2.5000000000000533
3544,67.7,68.1,0.1262,7559,0.1232876712328767,-0.010120543915173473,2850.0,67.9,2.5000000000000533
3545,64.2,64.6,0.1246,75,0.1232876712328767,-0.008367695087759114,2855.0,64.4,2.5000000000000533
1879,65.4,65.8,0.1267,2,0.0547945205479452,-0.017162826540586398,2830.0,65.6,2.5000000000000533
2807,85.7,86.1,0.137,186,0.08493150684931507,-0.022477276604078996,2815.0,85.9,2.5000000000000533
3270,105.4,105.8,0.1429,162,0.10410958904109589,-0.02960743158867024,2795.0,105.6,2.5000000000000533
3752,39.7,40.1,0.1114,2965,0.14246575342465753,0.007271198796695605,2900.0,39.900000000000006,2.500000000000009
3932,17.8,18.2,0.1006,946,0.16164383561643836,0.027749730140236226,2960.0,18.0,2.500000000000009
3755,32.0,32.4,0.1076,336,0.14246575342465753,0.012430281606723118,2915.0,32.2,2.500000000000009
3756,29.6,30.0,0.1063,887,0.14246575342465753,0.014144078084457773,2920.0,29.8,2.500000000000009
2821,35.5,35.9,0.1119,111,0.08493150684931507,0.0020853617643302107,2885.0,35.7,2.500000000000009
2817,48.1,48.5,0.1186,131,0.08493150684931507,-0.00487118802902981,2865.0,48.3,2.500000000000009
2543,17.3,17.7,0.0991,25,0.07397260273972603,0.012430281606723118,2915.0,17.5,2.500000000000009
2547,10.3,10.7,0.0941,38,0.07397260273972603,0.0192679150843271,2935.0,10.5,2.500000000000009
2540,24.1,24.5,0.1033,882,0.07397260273972603,0.007271198796695605,2900.0,24.3,2.500000000000009
2819,41.6,42.0,0.1153,6493,0.08493150684931507,-0.0013868639464188668,2875.0,41.8,2.500000000000009
3938,10.3,10.7,0.0967,2,0.16164383561643836,0.03783384920686237,2990.0,10.5,2.500000000000009
3924,33.5,33.9,0.1087,11,0.16164383561643836,0.014144078084457773,2920.0,33.7,2.500000000000009
2534,41.7,42.1,0.1138,12,0.07397260273972603,-0.0031275084242029776,2870.0,41.900000000000006,2.500000000000009
1533,41.0,41.4,0.1134,68,0.0410958904109589,-0.008367695087759114,2855.0,41.2,2.500000000000009
317,17.6,18.0,0.1171,2415,0.00821917808219178,-0.0031275084242029776,2870.0,17.8,2.500000000000009
1394,37.9,38.3,0.107,93,0.03561643835616438,-0.008367695087759114,2855.0,38.099999999999994,2.500000000000009
1395,34.2,34.6,0.1047,101,0.03561643835616438,-0.006617913363971453,2860.0,34.400000000000006,2.500000000000009
1893,18.3,18.7,0.0987,214,0.0547945205479452,0.007271198796695605,2900.0,18.5,2.500000000000009
479,30.8,31.2,0.1066,106,0.01643835616438356,-0.008367695087759114,2855.0,31.0,2.500000000000009
1396,30.6,31.0,0.1023,285,0.03561643835616438,-0.00487118802902981,2865.0,30.8,2.500000000000009
3930,21.1,21.5,0.1024,1,0.16164383561643836,0.02436563215599572,2950.0,21.3,2.500000000000009
3745,61.0,61.4,0.1213,100,0.14246575342465753,-0.00487118802902981,2865.0,61.2,2.500000000000009
2825,24.8,25.2,0.1057,218,0.08493150684931507,0.00899385210814179,2905.0,25.0,2.500000000000009
2222,31.9,32.3,0.1103,71,0.06027397260273973,0.0003507559521219104,2880.0,32.099999999999994,2.500000000000009
3751,42.5,42.9,0.1128,150,0.14246575342465753,0.005545572829225849,2895.0,42.7,2.500000000000009
2816,51.5,51.9,0.1204,111,0.08493150684931507,-0.006617913363971453,2860.0,51.7,2.500000000000009
3928,24.8,25.2,0.1043,14515,0.16164383561643836,0.02097004315485755,2940.0,25.0,2.500000000000009
3748,51.4,51.8,0.117,288,0.14246575342465753,0.0003507559521219104,2880.0,51.599999999999994,2.500000000000009
2815,55.0,55.4,0.1222,58,0.08493150684931507,-0.008367695087759114,2855.0,55.2,2.500000000000009
2814,58.6,59.0,0.124,883,0.08493150684931507,-0.010120543915173473,2850.0,58.8,2.500000000000009
2219,41.7,42.1,0.1164,40,0.06027397260273973,-0.00487118802902981,2865.0,41.900000000000006,2.500000000000009
2221,35.0,35.4,0.1122,65,0.06027397260273973,-0.0013868639464188668,2875.0,35.2,2.500000000000009
2224,26.1,26.5,0.1067,121,0.06027397260273973,0.003816963928608097,2890.0,26.3,2.500000000000009
3746,57.7,58.1,0.1198,234,0.14246575342465753,-0.0031275084242029776,2870.0,57.900000000000006,2.500000000000009
2546,11.8,12.2,0.0952,338,0.07397260273972603,0.017562884833243288,2930.0,12.0,2.500000000000009
1176,19.0,19.4,0.1047,713,0.024657534246575342,0.0003507559521219104,2880.0,19.2,2.500000000000009
2822,32.6,33.0,0.1102,137,0.08493150684931507,0.003816963928608097,2890.0,32.8,2.500000000000009
2227,18.6,19.0,0.1018,114,0.06027397260273973,0.00899385210814179,2905.0,18.8,2.500000000000009
1170,28.6,29.0,0.1117,790,0.024657534246575342,-0.00487118802902981,2865.0,28.8,2.500000000000009
2820,38.5,38.9,0.1136,273,0.08493150684931507,0.0003507559521219104,2880.0,38.7,2.500000000000009
1162,43.9,44.3,0.1227,900,0.024657534246575342,-0.011876470617438477,2845.0,44.099999999999994,2.500000000000009
3747,54.5,54.9,0.1184,17479,0.14246575342465753,-0.0013868639464188668,2875.0,54.7,2.500000000000009
1168,32.2,32.6,0.1143,987,0.024657534246575342,-0.006617913363971453,2860.0,32.400000000000006,2.500000000000009
3922,38.5,38.9,0.1112,3,0.16164383561643836,0.010713542987668584,2910.0,38.7,2.500000000000009
1531,48.7,49.1,0.1182,55,0.0410958904109589,-0.011876470617438477,2845.0,48.900000000000006,2.500000000000009
630,27.1,27.5,0.1089,1418,0.021917808219178082,-0.00487118802902981,2865.0,27.3,2.500000000000009
2402,47.5,47.9,0.1208,1166,0.06575342465753424,-0.006617913363971453,2860.0,47.7,2.500000000000009
1731,60.0,60.4,0.1285,4731,0.04657534246575343,-0.015397601016017283,2835.0,60.2,2.500000000000009
3559,24.3,24.7,0.1051,8230,0.1232876712328767,0.01585494248808719,2925.0,24.5,2.500000000000009
2404,40.7,41.1,0.117,714,0.06575342465753424,-0.0031275084242029776,2870.0,40.900000000000006,2.500000000000009
2405,37.4,37.8,0.1149,398,0.06575342465753424,-0.0013868639464188668,2875.0,37.599999999999994,2.500000000000009
3556,31.1,31.5,0.1086,14685,0.1232876712328767,0.010713542987668584,2910.0,31.3,2.500000000000009
102,13.3,13.7,0.1246,728,0.0027397260273972603,-0.0031275084242029776,2870.0,13.5,2.500000000000009
101,17.0,17.4,0.1277,637,0.0027397260273972603,-0.00487118802902981,2865.0,17.2,2.500000000000009
3553,39.0,39.4,0.1127,11,0.1232876712328767,0.005545572829225849,2895.0,39.2,2.500000000000009
2407,31.3,31.7,0.1113,461,0.06575342465753424,0.0020853617643302107,2885.0,31.5,2.500000000000009
3549,50.9,51.3,0.1185,85,0.1232876712328767,-0.0013868639464188668,2875.0,51.099999999999994,2.500000000000009
633,17.5,17.9,0.102,663,0.021917808219178082,0.0003507559521219104,2880.0,17.7,2.500000000000009
3921,41.1,41.5,0.1124,28,0.16164383561643836,0.00899385210814179,2905.0,41.3,2.500000000000009
3566,12.3,12.7,0.0979,14735,0.1232876712328767,0.027749730140236226,2960.0,12.5,2.500000000000009
628,34.5,34.9,0.114,203,0.021917808219178082,-0.008367695087759114,2855.0,34.7,2.500000000000009
627,38.5,38.9,0.1172,1263,0.021917808219178082,-0.010120543915173473,2850.0,38.7,2.500000000000009
3548,54.1,54.5,0.12,15,0.1232876712328767,-0.0031275084242029776,2870.0,54.3,2.500000000000009
3547,57.4,57.8,0.1216,25,0.1232876712328767,-0.00487118802902981,2865.0,57.599999999999994,2.500000000000009
1882,53.4,53.8,0.12,30,0.0547945205479452,-0.011876470617438477,2845.0,53.599999999999994,2.500000000000009
1883,49.6,50.0,0.1179,68,0.0547945205479452,-0.010120543915173473,2850.0,49.8,2.500000000000009
1886,38.7,39.1,0.1113,77,0.0547945205479452,-0.00487118802902981,2865.0,38.900000000000006,2.500000000000009
1898,8.8,9.2,0.0917,31,0.0547945205479452,0.01585494248808719,2925.0,9.0,2.500000000000009
1888,32.1,32.5,0.1074,65,0.0547945205479452,-0.0013868639464188668,2875.0,32.3,2.500000000000009
1889,29.0,29.4,0.1055,33,0.0547945205479452,0.0003507559521219104,2880.0,29.2,2.500000000000009
1890,26.1,26.5,0.1038,31,0.0547945205479452,0.0020853617643302107,2885.0,26.3,2.500000000000009
1891,23.3,23.7,0.1019,126,0.0547945205479452,0.003816963928608097,2890.0,23.5,2.500000000000009
2401,51.1,51.5,0.1229,356,0.06575342465753424,-0.008367695087759114,2855.0,51.3,2.500000000000009
316,21.1,21.5,0.1201,737,0.00821917808219178,-0.00487118802902981,2865.0,21.3,2.500000000000009
1733,52.0,52.4,0.1236,486,0.04657534246575343,-0.011876470617438477,2845.0,52.2,2.500000000000009
2085,43.7,44.1,0.1162,2487,0.057534246575342465,-0.006617913363971453,2860.0,43.900000000000006,2.500000000000009
2398,62.4,62.8,0.1292,275,0.06575342465753424,-0.013635486022618026,2840.0,62.599999999999994,2.500000000000009
2083,51.0,51.4,0.1204,10378,0.057534246575342465,-0.010120543915173473,2850.0,51.2,2.500000000000009
2086,40.2,40.6,0.1141,689,0.057534246575342465,-0.00487118802902981,2865.0,40.400000000000006,2.500000000000009
2092,22.0,22.4,0.1025,1451,0.057534246575342465,0.005545572829225849,2895.0,22.2,2.500000000000009
2399,58.5,58.9,0.1269,248,0.06575342465753424,-0.011876470617438477,2845.0,58.7,2.500000000000009
1738,33.9,34.3,0.1126,340,0.04657534246575343,-0.0031275084242029776,2870.0,34.099999999999994,2.500000000000009
1732,56.0,56.4,0.1262,726,0.04657534246575343,-0.013635486022618026,2840.0,56.2,2.500000000000009
2081,58.7,59.1,0.1248,195,0.057534246575342465,-0.013635486022618026,2840.0,58.900000000000006,2.500000000000009
